Name	goldstandard2
cg00567749	0.132606453
cg00568128	0.051228907
cg00568792	0.086327758
cg00569620	0.081284744
cg00571634	0.200781885
cg00573606	0.889726889
cg00575744	0.060478447
cg00576250	0.077289527
cg00577167	0.670616028
cg00577464	0.032008449
cg00581156	0.030088566
cg00582628	0.412246487
cg00584022	0.038164748
cg00585790	0.25707224
cg00585846	0.072810126
cg00587613	0.88254655
cg00594118	0.02976997
cg00594952	0.797049257
cg00597076	0.683299525
cg00598858	0.0408349
cg00601486	0.930640223
cg00602891	0.095919656
cg00605270	0.030070809
cg00609097	0.038904566
cg00611397	0.856421329
cg00612467	0.064461566
cg00613255	0.901936063
cg00613344	0.823924705
cg00615241	0.316361548
cg00615377	0.184485285
cg00615915	0.129797401
cg00616129	0.046584945
cg00616135	0.868469416
cg00616369	0.024919602
cg00617305	0.046023478
cg00619207	0.443424434
cg00620024	0.66939834
cg00620629	0.045956832
cg00622552	0.310650574
cg00622677	0.084305571
cg00623593	0.925131164
cg00625425	0.626030796
cg00626119	0.785692988
cg00626466	0.547394131
cg00629217	0.799040825
cg00630164	0.087863722
cg00630249	0.022884027
cg00630583	0.018290986
cg00631230	0.041408258
cg00633969	0.898952303
cg00635481	0.022396949
cg00636639	0.047650755
cg00638514	0.065704577
cg00642303	0.020047572
cg00643392	0.314921599
cg00644033	0.943685042
cg00645579	0.430068006
cg00645922	0.044211423
cg00646492	0.16277594
cg00647741	0.415464003
cg00648153	0.077089659
cg00648883	0.250027184
cg00650762	0.021102447
cg00650876	0.023999455
cg00651216	0.092345591
cg00653387	0.118665941
cg00654814	0.086784295
cg00654816	0.04046788
cg00655307	0.040383833
cg00655779	0.03089702
cg00657095	0.122135065
cg00657582	0.076206308
cg00658007	0.07476177
cg00658626	0.086773255
cg00659129	0.70352352
cg00659953	0.012672395
cg00660989	0.258544092
cg00661202	0.011290264
cg00662556	0.152478638
cg00665395	0.039602509
cg00666446	0.108592649
cg00666746	0.193310982
cg00668685	0.956501419
cg00669856	0.171431962
cg00671161	0.021180234
cg00672638	0.066321956
cg00673191	0.415027702
cg00676660	0.047341842
cg00677811	0.061929223
cg00678539	0.196512275
cg00679556	0.671399975
cg00679738	0.013708644
cg00682653	0.029509834
cg00685836	0.019705446
cg00686022	0.920042434
cg00686623	0.02665766
cg00687674	0.354648754
cg00687686	0.039149291
cg00688421	0.028370152
cg00689010	0.795146545
cg00689340	0.576057497
cg00690280	0.660796667
cg00691625	0.883153837
cg00692549	0.099759414
cg00702231	0.858548281
cg00702729	0.879747888
cg00704310	0.03153016
cg00704909	0.02389379
cg00707317	0.063374774
cg00708598	0.167544035
cg00708642	0.043512757
cg00711916	0.062139296
cg00712898	0.015775325
cg00714377	0.069277737
cg00717862	0.072954524
cg00718440	0.058106781
cg00718513	0.664803669
cg00718748	0.026447361
cg00720072	0.02847228
cg00720137	0.012027594
cg00720723	0.048778783
cg00722300	0.732808779
cg00724662	0.04724686
cg00725635	0.176413144
cg00727590	0.263475047
cg00727947	0.949072081
cg00728317	0.098408893
cg00728398	0.020032874
cg00728602	0.038677676
cg00729275	0.791934672
cg00729541	0.020310557
cg00729875	0.355855171
cg00731459	0.017026509
cg00736326	0.065219859
cg00739120	0.2677176
cg00743372	0.04648728
cg00744433	0.775921116
cg00745543	0.883409822
cg00745735	0.588016132
cg00746083	0.036439907
cg00747849	0.256790367
cg00750606	0.798502384
cg00751288	0.0208245
cg00754253	0.211745121
cg00754617	0.693864329
cg00755043	0.059045324
cg00756887	0.837690435
cg00757070	0.757543354
cg00757952	0.845975561
cg00761755	0.014736465
cg00762512	0.044405351
cg00763679	0.057658193
cg00763889	0.678372387
cg00766729	0.043028018
cg00767581	0.183433174
cg00769470	0.826271256
cg00769520	0.028269841
cg00770279	0.02326055
cg00772000	0.158080034
cg00775197	0.064392469
cg00777121	0.024501497
cg00777555	0.025098393
cg00778920	0.069129499
cg00779924	0.141771997
cg00782174	0.065553816
cg00782854	0.049613788
cg00783759	0.028075964
cg00784357	0.027176403
cg00791249	0.058338949
cg00792687	0.044178588
cg00792740	0.045732759
cg00793648	0.728465273
cg00793774	0.020180367
cg00795268	0.844212693
cg00795812	0.721934441
cg00796728	0.042614228
cg00798206	0.035335407
cg00804048	0.115061763
cg00804392	0.052175244
cg00806490	0.087563868
cg00807586	0.057422823
cg00808492	0.72491491
cg00810473	0.018879124
cg00810495	0.141361345
cg00812502	0.01712553
cg00814580	0.13172957
cg00815440	0.010286717
cg00815583	0.084268096
cg00816620	0.490136358
cg00818693	0.021090006
cg00818872	0.070425389
cg00819310	0.845242012
cg00819362	0.900017238
cg00819696	0.029726633
cg00821764	0.022399764
cg00822607	0.026919514
cg00823148	0.793393996
cg00824109	0.052928081
cg00826384	0.031807206
cg00827369	0.023240212
cg00828602	0.102351439
cg00830029	0.739350412
cg00830393	0.049164255
cg00831028	0.019132969
cg00832517	0.108092385
cg00833393	0.044262854
cg00834958	0.085715267
cg00836605	0.028373601
cg00837103	0.411933513
cg00838150	0.055599217
cg00839584	0.493504087
cg00839802	0.044000835
cg00840403	0.09589546
cg00840516	0.613049771
cg00841581	0.034927149
cg00845900	0.917089444
cg00846036	0.417144178
cg00848394	0.046193201
cg00848397	0.029833623
cg00848728	0.004173084
cg00849368	0.089059982
cg00850538	0.834579316
cg00852964	0.1913399
cg00853068	0.084794752
cg00854637	0.03473939
cg00854995	0.029728652
cg00856375	0.058131915
cg00858899	0.095060298
cg00859193	0.025198253
cg00861635	0.056245995
cg00862290	0.582202211
cg00862770	0.04008652
cg00864867	0.059106387
cg00870662	0.042134043
cg00871453	0.066960893
cg00873037	0.051393258
cg00873937	0.058606326
cg00875272	0.079962049
cg00876704	0.038885358
cg00877887	0.042882112
cg00877964	0.035956585
cg00881086	0.060196938
cg00881370	0.941877415
cg00882451	0.875974113
cg00882832	0.085696515
cg00884221	0.099241151
cg00884529	0.067511214
cg00885506	0.124696039
cg00886554	0.052243011
cg00887101	0.077333395
cg00887547	0.063348292
cg00887700	0.032576701
cg00888007	0.021690964
cg00888479	0.069960495
cg00888561	0.049295563
cg00890257	0.030820221
cg00891278	0.085923539
cg00892798	0.026891166
cg00893242	0.05378635
cg00893636	0.024666956
cg00897329	0.061470657
cg00899086	0.045229542
cg00899641	0.043608669
cg00899659	0.232370131
cg00901493	0.050943162
cg00901652	0.070867828
cg00901683	0.017845835
cg00901704	0.058150776
cg00901766	0.070838719
cg00903242	0.194368987
cg00904483	0.880336849
cg00904574	0.052485917
cg00905170	0.012945069
cg00906183	0.023114962
cg00908551	0.045276636
cg00910067	0.104528454
cg00910168	0.731376271
cg00911873	0.593685939
cg00915289	0.024092769
cg00916199	0.02709206
cg00916635	0.170195581
cg00917893	0.049355588
cg00918794	0.064136921
cg00919857	0.11642719
cg00922727	0.104753411
cg00925229	0.028405954
cg00925717	0.070413179
cg00929606	0.263478342
cg00929855	0.030857277
cg00930078	0.040336949
cg00930194	0.150995234
cg00933411	0.415679555
cg00935388	0.927950438
cg00935430	0.072497292
cg00936626	0.595619133
cg00940278	0.02532765
cg00940891	0.029958307
cg00941229	0.053452093
cg00943245	0.809707959
cg00943909	0.536980568
cg00943950	0.057509798
cg00945507	0.23651937
cg00945862	0.879344531
cg00947019	0.03350141
cg00948524	0.043131407
cg00950418	0.014078587
cg00950621	0.033411451
cg00951770	0.806867453
cg00953256	0.913636248
cg00953277	0.03494339
cg00954003	0.028222519
cg00954566	0.029371908
cg00955230	0.06372677
cg00955451	0.68199842
cg00958517	0.021141293
cg00960702	0.033094999
cg00962459	0.857880473
cg00964109	0.038816041
cg00970325	0.137504899
cg00971396	0.030247763
cg00973286	0.033323726
cg00973334	0.066225261
cg00973677	0.033774546
cg00976054	0.060620949
cg00979348	0.077210856
cg00980978	0.056164164
cg00983520	0.278203297
cg00983899	0.854215216
cg00984602	0.126986716
cg00987015	0.816998365
cg00987379	0.089566911
cg00995065	0.548653265
cg00995152	0.773140766
cg00995327	0.041900621
cg00995520	0.454006063
cg01000094	0.869877379
cg01001286	0.201333752
cg01007201	0.919723149
cg01009664	0.038139398
cg01013324	0.041440126
cg01015871	0.684050695
cg01015879	0.089285704
cg01021485	0.015695763
cg01025842	0.056982037
cg01026744	0.669730346
cg01027739	0.073668777
cg01027805	0.052788532
cg01029592	0.800978734
cg01031251	0.596014159
cg01031400	0.019041771
cg01033160	0.034950496
cg01035238	0.804934536
cg01035422	0.814558671
cg01036148	0.012937408
cg01036173	0.057711363
cg01036779	0.04905966
cg01037108	0.026968112
cg01040062	0.035360236
cg01040759	0.030622438
cg01040850	0.651919024
cg01041367	0.089453584
cg01044662	0.158654472
cg01044722	0.07632139
cg01046174	0.047066607
cg01047414	0.033003226
cg01048931	0.041982079
cg01049530	0.047517566
cg01050433	0.073705593
cg01053621	0.939230628
cg01055695	0.88738489
cg01056568	0.578012018
cg01057962	0.034066715
cg01058368	0.726429304
cg01062029	0.022773657
cg01063524	0.121952685
cg01064307	0.024517995
cg01064957	0.018836468
cg01065920	0.041983629
cg01069256	0.058523504
cg01071811	0.531142763
cg01072821	0.745701361
cg01076838	0.909451794
cg01078276	0.017141945
cg01078434	0.857771569
cg01081263	0.162214728
cg01086895	0.168074587
cg01086978	0.049972714
cg01087382	0.506916775
cg01087710	0.033886556
cg01090445	0.053297938
cg01091448	0.04359393
cg01091565	0.877501959
cg01092036	0.804288494
cg01092561	0.012953406
cg01095590	0.029105008
cg01097940	0.057080538
cg01100784	0.041999746
cg01100796	0.221687736
cg01103730	0.888440729
cg01103836	0.987174597
cg01104423	0.05399522
cg01106788	0.853349897
cg01107031	0.058895436
cg01107741	0.046393684
cg01108476	0.970355682
cg01110312	0.713196517
cg01110846	0.048002469
cg01112778	0.614801682
cg01114088	0.107297371
cg01116966	0.014201053
cg01117627	0.029982416
cg01119135	0.891280737
cg01120165	0.052571469
cg01120307	0.915591904
cg01120308	0.144302332
cg01120898	0.03224853
cg01124420	0.485981169
cg01124961	0.030916948
cg01125463	0.298627191
cg01126560	0.241842971
cg01127428	0.950623469
cg01128603	0.150316373
cg01129459	0.096163441
cg01130192	0.053606638
cg01131735	0.035196858
cg01135200	0.066446288
cg01136458	0.484508174
cg01137065	0.044582201
cg01137198	0.031149707
cg01137532	0.017349076
cg01137708	0.040251235
cg01137737	0.052638869
cg01138020	0.040531639
cg01139059	0.081014837
cg01139966	0.078092306
cg01141769	0.046847612
cg01143454	0.140521234
cg01144286	0.052519435
cg01145389	0.047440845
cg01145396	0.716972134
cg01146980	0.035996023
cg01148741	0.084308065
cg01150454	0.029328938
cg01151686	0.0195509
cg01151699	0.067788327
cg01152019	0.102050866
cg01152499	0.044360622
cg01154193	0.149766603
cg01154537	0.09000516
cg01154775	0.092423718
cg01155039	0.152330297
cg01161216	0.054932021
cg01161597	0.066071008
cg01168201	0.027701555
cg01169610	0.884860098
cg01169624	0.460592331
cg01169726	0.056692316
cg01169778	0.707632451
cg01171588	0.006339103
cg01172656	0.014054009
cg01172735	0.075982325
cg01172899	0.16143963
cg01172972	0.097014967
cg01173186	0.296312761
cg01173291	0.022954324
cg01176271	0.04917889
cg01177524	0.039841967
cg01177956	0.061732408
cg01182585	0.059996712
cg01182697	0.189934382
cg01182873	0.779359091
cg01183669	0.031991463
cg01184449	0.73858511
cg01184522	0.031484855
cg01185080	0.623715992
cg01185754	0.280577515
cg01186777	0.043746966
cg01190915	0.076861429
cg01192900	0.102350049
cg01193293	0.582894116
cg01194444	0.987920182
cg01195053	0.1450788
cg01195127	0.025444779
cg01197831	0.887285354
cg01199721	0.027144293
cg01200060	0.049692327
cg01200177	0.409426662
cg01204271	0.060920455
cg01206472	0.015678897
cg01206970	0.951522707
cg01211097	0.456107435
cg01214321	0.024741874
cg01214847	0.655879863
cg01216369	0.754820413
cg01220033	0.035321538
cg01221484	0.035571939
cg01221637	0.027041646
cg01222684	0.164860881
cg01226811	0.061648595
cg01226883	0.027628948
cg01228636	0.055898216
cg01230160	0.037375851
cg01231779	0.02931591
cg01234063	0.087625686
cg01234133	0.064556955
cg01236137	0.150433405
cg01240931	0.467361804
cg01241375	0.03782319
cg01243790	0.660389447
cg01244871	0.031146475
cg01245595	0.037408424
cg01246405	0.088369886
cg01248426	0.686914431
cg01252496	0.51633418
cg01253107	0.050316455
cg01254459	0.040010498
cg01254505	0.063891638
cg01255349	0.07711447
cg01259619	0.015395454
cg01260219	0.467456941
cg01261503	0.12934423
cg01261535	0.044027214
cg01262913	0.097462947
cg01263716	0.03310718
cg01264826	0.046569723
cg01265637	0.901558554
cg01267315	0.065110628
cg01269048	0.608610526
cg01269795	0.218008428
cg01272601	0.082979535
cg01273150	0.097657866
cg01274324	0.920718144
cg01274660	0.110900598
cg01275830	0.879146138
cg01277844	0.045289598
cg01278291	0.352351818
cg01278696	0.050220002
cg01280080	0.114610779
cg01281904	0.562844784
cg01282074	0.121670087
cg01282432	0.038986171
cg01283289	0.068862469
cg01284306	0.183567833
cg01284619	0.132048572
cg01288067	0.046422556
cg01289103	0.289207375
cg01291404	0.066774009
cg01292265	0.031117545
cg01293143	0.607193931
cg01293647	0.05093119
cg01294695	0.077432719
cg01294702	0.148428998
cg01295203	0.044831133
cg01297972	0.825582672
cg01299496	0.073333765
cg01301664	0.047342242
cg01302245	0.699885445
cg01305421	0.263791661
cg01305547	0.689256027
cg01305625	0.839535734
cg01306510	0.056218138
cg01307730	0.907018094
cg01308501	0.021903094
cg01309153	0.949412011
cg01311051	0.209825808
cg01311285	0.033555648
cg01313514	0.04200037
cg01313949	0.880412151
cg01313966	0.035718704
cg01316071	0.768906943
cg01316516	0.03796498
cg01316819	0.02374905
cg01320040	0.045446132
cg01320361	0.018790732
cg01320507	0.678955799
cg01322897	0.02831298
cg01324261	0.809686649
cg01328164	0.027654986
cg01331554	0.014055707
cg01333011	0.10852952
cg01333131	0.073602415
cg01333619	0.05068983
cg01333788	0.8599942
cg01334437	0.04733178
cg01335367	0.114958261
cg01337047	0.498948158
cg01340005	0.027304826
cg01342792	0.815221033
cg01343729	0.020702922
cg01344171	0.467430532
cg01344518	0.871315352
cg01346152	0.052626936
cg01346589	0.082841409
cg01346718	0.574152488
cg01348086	0.032705227
cg01351032	0.081321299
cg01352108	0.293371993
cg01352882	0.037423134
cg01353448	0.563295909
cg01354473	0.167196827
cg01355520	0.099430768
cg01355739	0.589199772
cg01356829	0.209498743
cg01357116	0.096639015
cg01357263	0.019683536
cg01360325	0.036519009
cg01360768	0.017991796
cg01362183	0.05667449
cg01366407	0.051395308
cg01366419	0.065493487
cg01367992	0.552666281
cg01369413	0.833908443
cg01371258	0.035828941
cg01371477	0.095541778
cg01372605	0.046297063
cg01372689	0.041521557
cg01373706	0.014032856
cg01374047	0.039909001
cg01376672	0.04158918
cg01377911	0.10367917
cg01381846	0.193190887
cg01385430	0.037799603
cg01386493	0.469114942
cg01390445	0.894953509
cg01399317	0.616567171
cg01400401	0.204839727
cg01401376	0.056546429
cg01402045	0.050197581
cg01402255	0.251668685
cg01404197	0.051822876
cg01404615	0.078262561
cg01405107	0.290022508
cg01405761	0.026585746
cg01407244	0.135551557
cg01407341	0.925297031
cg01407797	0.083978807
cg01408558	0.821372231
cg01409734	0.092973891
cg01410472	0.028890282
cg01411954	0.03934458
cg01412445	0.076424148
cg01413314	0.022196895
cg01413516	0.953341876
cg01414934	0.072465759
cg01418124	0.050944761
cg01419479	0.025046322
cg01419675	0.028263313
cg01419679	0.020154209
cg01419788	0.025590405
cg01420388	0.854078478
cg01422136	0.031776876
cg01424107	0.029433079
cg01425405	0.074136254
cg01425670	0.019275491
cg01426743	0.846450209
cg01427567	0.23905283
cg01428361	0.032622359
cg01428678	0.121299193
cg01429181	0.122103904
cg01429321	0.028455215
cg01429391	0.900253449
cg01429996	0.081459536
cg01430430	0.809421964
cg01430807	0.04085628
cg01431114	0.064004734
cg01437411	0.06499139
cg01438829	0.038103435
cg01439669	0.017697414
cg01439983	0.161183996
cg01441777	0.404876327
cg01442481	0.107291108
cg01442799	0.049267114
cg01442833	0.020703349
cg01443067	0.030108503
cg01443452	0.831978495
cg01443630	0.913325051
cg01446393	0.632160665
cg01446692	0.706767415
cg01446983	0.014012398
cg01447498	0.098750089
cg01449415	0.015406231
cg01450842	0.789375934
cg01454134	0.70385936
cg01457080	0.029827472
cg01457653	0.031616576
cg01459162	0.896526849
cg01459453	0.704501926
cg01461641	0.031036438
cg01462829	0.017117904
cg01464985	0.194986892
cg01465325	0.042560063
cg01465641	0.051336279
cg01466075	0.04251885
cg01468868	0.071075755
cg01470283	0.021710392
cg01471384	0.027131651
cg01471713	0.241919396
cg01473816	0.833454597
cg01476044	0.640409283
cg01478450	0.015958516
cg01479232	0.677098322
cg01481441	0.035212104
cg01481976	0.879395963
cg01482279	0.075398915
cg01483882	0.023531447
cg01484156	0.707242553
cg01485645	0.094954929
cg01485797	0.138419835
cg01485998	0.038166666
cg01488147	0.865868585
cg01489608	0.966071618
cg01491225	0.029178967
cg01491540	0.018993172
cg01492649	0.043594632
cg01493303	0.049897129
cg01493517	0.124601619
cg01494593	0.682351867
cg01495509	0.129926996
cg01497527	0.984384959
cg01497576	0.778715822
cg01498098	0.726507016
cg01500097	0.551543088
cg01500140	0.85806992
